Concelho,Datahora,M,FG,Via,Km,Natureza
Alfandega da Fe,14-07-2011 18:50,0,1,EN315,"60,000",Despiste sem dispositivo de retenção
Alfandega da Fe,19-11-2011 13:50,1,0,PÇ DO MUNICIPIO 1,-,Despiste simples
Braganca,07-09-2011 18:30,0,1,-,-,Despiste simples
Braganca,29-07-2011 14:10,0,2,Avenida das forças...,-,Despiste simples
Braganca,27-01-2011 17:15,0,1,Avenida General H...,-,Atropelamento de peões
Braganca,16-05-2011 18:40,0,1,Caminho Além do ...,-,Despiste com colisão com veículo imobil. ...
Braganca,18-12-2011 20:30,0,1,EM1061,"1,800",Despiste simples
Braganca,11-07-2011 15:00,0,1,EN15,"222,370",Colisão frontal
Braganca,18-08-2011 13:30,1,0,EN218,"25,400",Colisão frontal
Braganca,21-12-2011 10:45,0,1,EN218,"32,700",Despiste sem dispositivo de retenção
Braganca,01-03-2011 19:45,1,3,IP4,"195,297",Colisão frontal
Braganca,18-09-2011 06:55,0,1,IP4,"197,000",Despiste com transposição do dispositivo...
Braganca,08-10-2011 07:30,0,1,IP4,"216,500",Despiste simples
Braganca,26-06-2011 06:55,0,1,IP4,"223,719",Despiste simples
Braganca,07-01-2011 18:30,0,2,PARQUE ESTACIO...,-,Atropelamento de peões
Braganca,13-04-2011 18:45,0,1,Rua Alexandre Her...,-,Colisão traseira com outro veículo em m...
Braganca,09-08-2011 08:00,0,1,Rua da Estação 00,-,Atropelamento de peões
Braganca,16-03-2011 06:10,0,1,Rua do Brasil 00,-,Colisão com veiculo ou obstáculo na faix...
Braganca,06-07-2011 11:25,0,1,Rua Engenheiro A...,-,Atropelamento de peões
Braganca,16-09-2011 16:00,0,2,Rua Tratado de Alc...,-,Colisão frontal
Carrazeda de Ansiaes,07-08-2011 17:40,0,1,EM631,-,Colisão frontal
Carrazeda de Ansiaes,11-10-2011 18:00,1,0,EN214,"20,060",Atropelamento de peões
Freixo Espada a Cinta,11-09-2011 06:50,0,1,EN325,"17,950",Despiste com capotamento
Freixo Espada a Cinta,12-12-2011 11:30,0,1,EN325-1,-,Colisão lateral com outro veículo em mov...
Macedo de Cavaleiros,12-08-2011 23:00,0,1,AV DIREITA URZE ...,-,Despiste simples
Macedo de Cavaleiros,06-04-2011 14:30,0,1,CAMINHO ORETA -...,-,Despiste com capotamento
Macedo de Cavaleiros,21-08-2011 18:15,0,1,EM535,"1,000",Colisão lateral com outro veículo em mov...
Macedo de Cavaleiros,06-03-2011 07:00,1,0,EM553,"6,700",Despiste com capotamento
Macedo de Cavaleiros,05-08-2011 06:30,0,1,EN216,"25,700",Despiste com colisão com veículo imobil. ...
Macedo de Cavaleiros,28-07-2011 00:24,0,1,EN217,"57,800",Despiste com capotamento
Macedo de Cavaleiros,14-08-2011 02:10,0,1,LG DA IGREJA - TA...,-,Atropelamento de peões
Macedo de Cavaleiros,23-04-2011 20:15,0,1,R DR PROF CORRE...,-,Colisão com outras situações
Macedo de Cavaleiros,11-08-2011 09:50,0,1,R PRINCIPAL 10,-,Despiste simples
Miranda do Douro,28-07-2011 09:45,0,1,-,-,Atropelamento de peões
