Concelho,Datahora,M,FG,Via,km,Natureza
Alijó,2009-11-07 11:45,1,0,LG CRUZ,,Atropelamento de peões
Alijó,2009-07-18 19:30,0,1,R DIREITA,,Despiste simples
Alijó,2009-05-20 08:50,0,1,URB QTA AMARMA 24,,Atropelamento de peões
Alijó,2009-02-25 18:15,0,1,EM597,"6,250",Despiste c/capotamento
Boticas,2009-08-14 21:36,0,1,EN311,"74,180",Col. tras. c/ veíc. em mov.
Chaves,2009-01-18 17:10,1,0,AV D JOAO I,,Atropelamento de peões
Chaves,2009-04-06 17:15,1,0,EN314,"4,000",Colisão frontal
,,,,R . ANTONIO DE,,
Chaves,2009-02-09 22:15,0,1,MEDEIROS,,Despiste c/capotamento
Chaves,2009-05-22 16:50,0,1,EST SANFINS,,Despiste c/capotamento
Chaves,2009-10-21 16:15,0,1,EM506,,Despiste simples
Chaves,2009-07-09 15:39,0,1,Rua Rainha Dona Mafalda,,Despiste c/capotamento
Chaves,2009-08-08 21:10,0,1,EN103-5,"6,450",Atropelamento de peões
Chaves,2009-08-01 11:50,1,1,EN314,"8,750",Despiste c/capotamento
Chaves,2009-02-11 23:40,1,1,EN103-5,"4,500",Despiste s/disp. de retenção
Chaves,2009-01-28 06:40,2,0,EN2,"5,100",Colisão frontal
Mondim de Basto,2009-05-10 18:30,0,1,EM1191,,Despiste s/disp. de retenção
Mondim de Basto,2009-09-26 12:40,0,2,EF - Estrada Florestal,,Despiste c/capotamento
Montalegre,2009-11-24 14:45,1,2,EM509,,Desp. c/col. c/ veíc. imobil./obst.
Montalegre,2009-11-14 03:35,0,1,EM508,,Despiste s/disp. de retenção
Montalegre,2009-09-17 08:55,0,1,EM508,,Col. tras. c/ veíc. em mov.
Montalegre,2009-12-03 11:40,1,0,Av. D. Nuno Álv. Perreira,,Colisão frontal
Montalegre,2009-08-07 16:45,0,1,EN103,"126,400",Colisão lat. c/outro veíc. mov.
Montalegre,2009-09-05 06:30,0,1,EM509,,Atropelamento de peões
Peso da Régua,2009-04-09 20:45,0,1,LUGAR JUNCAL,,Despiste c/capotamento
Peso da Régua,2009-09-03 03:31,0,2,R LOUSADA,,Despiste c/capotamento
Peso da Régua,2009-12-20 13:00,0,2,EN108,"109,400",Colisão frontal
Valpaços,2009-05-20 21:00,0,1,EN206,"171,500",Colisão com fuga
Valpaços,2009-04-22 08:00,0,1,EN213,"17,870",Colisão frontal
Valpaços,2009-06-13 19:05,1,0,EM1107,,Colisão frontal
Valpaços,2009-10-23 06:30,0,1,EN213,"28,650",Atropelamento de animais
Valpaços,2009-08-07 22:15,0,1,EM574,,Despiste simples
Valpaços,2009-07-12 21:20,0,1,R. Eng. Franc. Tavares,,Despiste simples
V.Pouca de Aguiar,2009-04-14 14:00,0,1,A7,"98,200",Colisão c/veic./obst. f.rodagem
V.Pouca de Aguiar,2009-05-14 12:50,1,0,Outra Via,,Despiste c/capotamento
V.Pouca de Aguiar,2009-01-25 10:50,1,4,IP4,"107,600",Colisão lat. c/outro veíc. mov.
Vila Real,2009-09-02 02:20,0,1,EN15,"100,200",Despiste simples
Vila Real,2009-11-09 01:40,0,1,Rua Dr. Domingos Campos,,Despiste simples
Vila Real,2009-10-10 14:10,0,1,Ava. da Europa,,Desp.c/col.c/ veíc. imobil./obst.
Vila Real,2009-03-30 18:40,0,1,IP4,"78,700",Col. tras. c/ veíc. em mov.
Vila Real,2009-05-30 16:30,0,1,EM313,,Colisão lat. c/outro veíc. mov.
Vila Real,2009-08-23 05:30,1,0,EN2,"41,050",Despiste c/capotamento
Vila Real,2009-05-11 14:30,0,1,Ava. Cidade de Orense,,Atropelamento de peões
Vila Real,2009-12-13 19:00,0,1,EN2,,Atropelamento de peões
Vila Real,2009-07-07 08:40,0,1,Ava. Sta. Iria,,Colisão frontal
Vila Real,2009-06-10 10:45,1,2,IP4,"81,500",Colisão lat. c/outro veíc. mov.
Vila Real,2009-12-27 21:30,0,2,IP4,"93,300",Colisão com outras situações
Vila Real,2009-11-01 07:50,0,1,EN2,"58,500",Colisão lat. c/outro veíc. mov.
Vila Real,2009-05-17 01:41,0,1,IP4,"94,372",Despiste simples
Vila Real,2009-02-27 11:50,0,1,EM313,"47,800",Atropelamento de peões
Vila Real,2009-01-21 12:45,0,1,AV CIDADE ORENSE,,Atropelamento de peões
Vila Real,2009-03-19 18:20,0,1,AV UNIVERSIDADE,,Atropelamento de peões
Vila Real,2009-09-10 20:50,1,0,EN304,"165,670",Atropelamento de peões
,,15,52,,,
