"",Concelho,Datahora,M,FG,Via,Km,Natureza
Alcobaca,,27-02-2012 14:30,0,1,Avenida Combatent...,-,Atropelamento de peões
Alcobaca,,25-07-2012 15:25,0,1,EN1,"81,000",Colisão lateral com outro veículo em movi...
Alcobaca,,12-07-2012 21:00,0,1,EN1,"81,300",Colisão lateral com outro veículo em movi...
Alcobaca,,31-12-2012 12:55,0,3,EN1,"82,800",Colisão frontal
Alcobaca,,15-09-2012 23:00,1,0,EN242-4,"7,810",Despiste sem dispositivo de retenção
Alcobaca,,09-02-2012 13:00,0,1,EN8,"101,000",Despiste simples
Alcobaca,,19-08-2012 17:20,0,1,EN8,"110,600",Colisão traseira com outro veículo em mo...
Alcobaca,,24-07-2012 12:10,1,1,IC9,"10,600",Colisão frontal
Alcobaca,,13-04-2012 18:10,1,1,R DA MOIRA,-,Despiste com capotamento
Alcobaca,,25-03-2012 18:45,0,1,R DA TAGUELA,-,Despiste com colisão com veículo imobil. ...
Alcobaca,,08-02-2012 14:10,0,1,R DE PEDRALHOS,-,Colisão frontal
Alcobaca,,04-04-2012 17:30,0,1,R DO PINHEIRINHO,-,Despiste simples
Alcobaca,,08-06-2012 19:15,0,1,R MANUEL RODRIG...,-,Colisão frontal
Alcobaca,,25-05-2012 08:20,1,0,R PRINCIPAL 3,-,Colisão lateral com outro veículo em movi...
Alcobaca,,10-03-2012 20:00,0,1,R PRINCIPAL COVO...,-,Despiste com capotamento
Alcobaca,,04-06-2012 01:20,0,1,R PROFESSOR BER...,-,Despiste com capotamento
Alcobaca,,25-12-2012 02:10,0,1,Rua D Nuno Alvare...,-,Despiste com colisão com veículo imobil. ...
Alcobaca,,14-07-2012 10:40,0,1,Rua Francisco Sá C...,-,Colisão lateral com outro veículo em movi...
Alcobaca,,05-12-2012 11:03,0,1,Rua Olivença 19,-,Atropelamento de peões
Alcobaca,,22-07-2012 18:30,0,2,Rua Principal,-,Despiste simples
Alcobaca,,21-11-2012 23:40,0,1,Rua Principal,-,Despiste com colisão com veículo imobil. ...
Alcobaca,,01-07-2012 19:15,0,1,Rua Santa Marta,-,Colisão frontal
Alvaiazere,,10-05-2012 14:30,0,1,EN110,"69,800",Colisão com outras situações
Alvaiazere,,19-02-2012 10:20,0,1,EN356,"60,620",Despiste simples
Alvaiazere,,22-01-2012 19:25,0,1,R CONSELHEIRO F...,-,Despiste simples
Ansiao,,19-08-2012 11:00,0,1,EM1065,-,Despiste com colisão com veículo imobil. ...
Ansiao,,23-10-2012 19:08,1,0,EM1080,-,Despiste com capotamento
Ansiao,,06-09-2012 07:45,0,1,EN110,"57,860",Despiste com colisão com veículo imobil. ...
Ansiao,,27-02-2012 01:45,0,1,EN348-1,-,Despiste com colisão com veículo imobil. ...
Ansiao,,12-08-2012 18:20,0,1,IC8,"56,000",Colisão frontal
Ansiao,,25-06-2012 19:02,0,4,Rua da Farmácia,-,Despiste com capotamento
Batalha,,21-12-2012 18:25,0,1,A19,"115,400",Colisão traseira com outro veículo em mo...
Batalha,,14-04-2012 10:00,0,1,EN1,"111,000",Colisão frontal
Batalha,,15-05-2012 15:00,0,1,EN1,"114,400",Colisão lateral com outro veículo em movi...
Batalha,,15-09-2012 16:50,0,1,EN356,"17,200",Colisão frontal
Batalha,,21-08-2012 19:45,0,1,EN356,"26,900",Colisão lateral com outro veículo em movi...
Batalha,,19-11-2012 07:35,1,0,IC2,"112,600",Colisão frontal
Batalha,,05-01-2012 14:10,0,1,R INFANTE D FERN...,-,Colisão lateral com outro veículo em movi...
Batalha,,28-08-2012 08:45,0,1,Rua João Paulo II 76,-,Despiste com dispositivo de retenção
Bombarral,,02-09-2012 21:45,2,1,A8,"57,000",Despiste simples
Bombarral,,05-01-2012 13:25,0,1,A8,"57,300",Despiste com colisão com veículo imobil. ...
Bombarral,,19-05-2012 16:20,0,3,A8,"66,000",Despiste com transposição do dispositivo ...
Bombarral,,17-06-2012 13:00,0,1,A8,"66,000",Despiste simples
Bombarral,,23-09-2012 06:50,0,1,A8,"67,700",Despiste com dispositivo de retenção
Caldas da Rainha,,23-09-2012 14:55,0,1,-,-,Despiste simples
Caldas da Rainha,,15-07-2012 03:15,1,0,A8,"80,600",Atropelamento de peões
Caldas da Rainha,,04-03-2012 18:00,1,1,Estrada Atlantica,-,Despiste com capotamento
Caldas da Rainha,,13-02-2012 16:08,1,0,R DO JOGO,-,Despiste com capotamento
Caldas da Rainha,,11-06-2012 11:20,1,0,R PRINCIPAL 70,-,Despiste com colisão com veículo imobil. ...
Caldas da Rainha,,01-08-2012 20:00,0,1,ROTUNDA DA FEIR...,-,Colisão lateral com outro veículo em movi...
Caldas da Rainha,,01-09-2012 12:00,1,2,Rua das Ladeiras,-,Despiste com colisão com veículo imobil. ...
Caldas da Rainha,,06-12-2012 18:40,0,1,Rua Doutor Artur Fi...,-,Atropelamento de peões
Caldas da Rainha,,07-08-2012 18:43,1,0,Rua Funda,-,Despiste simples
Caldas da Rainha,,22-02-2012 19:50,1,0,Rua La Codosera .,-,Colisão lateral com outro veículo em movi...
Caldas da Rainha,,28-06-2012 12:45,0,1,Rua Leonel Sotto M...,-,Atropelamento de peões
Figueiro dos Vinhos,,09-08-2012 17:30,1,0,EM1134,"0,100",Despiste simples
Figueiro dos Vinhos,,06-10-2012 13:25,0,1,IC8,"75,200",Despiste sem dispositivo de retenção
Leiria,,01-05-2012 14:30,1,1,A1,"136,400",Despiste com capotamento
Leiria,,17-01-2012 17:00,0,1,A1,-,Atropelamento de peões
Leiria,,15-09-2012 14:40,0,1,A17,"14,900",Despiste com capotamento
Leiria,,05-05-2012 05:45,0,1,A19,"120,650",Despiste sem dispositivo de retenção
Leiria,,30-06-2012 14:30,0,1,EM533,-,Colisão frontal
Leiria,,03-09-2012 11:45,1,0,EM540,"1,500",Colisão lateral com outro veículo em movi...
"",,-,-,-,-,-,-
Leiria,,16-05-2012 23:45,0,1,EN1,,"127,040",Atropelamento de peões
Leiria,,28-09-2012 01:50,1,0,EN1,,"131,961",Colisão frontal
Leiria,,26-06-2012 13:29,1,0,EN1,,"133,621",Atropelamento de peões
Leiria,,04-12-2012 18:00,0,2,EN109,,"152,730",Colisão lateral com outro veículo em movi...
Leiria,,24-10-2012 17:15,0,1,EN109,,"167,900",Colisão com outras situações
Leiria,,02-08-2012 16:00,0,1,EN349-1,,"5,300",Colisão frontal
Leiria,,04-05-2012 15:55,1,0,EN350,,"4,350",Colisão lateral com outro veículo em movi...
Leiria,,17-11-2012 06:40,0,1,EN350,,"6,500",Despiste sem dispositivo de retenção
Leiria,,22-04-2012 00:30,0,2,EN356-2,,"6,650",Despiste com colisão com veículo imobil. ...
Leiria,,14-10-2012 11:30,0,1,EN357,,"0,800",Colisão com outras situações
Leiria,,01-01-2012 13:30,0,1,EST ATLANTICA,,-,Colisão lateral com outro veículo em movi...
Leiria,,22-02-2012 16:30,0,1,IC2,,"125,700",Colisão frontal
Leiria,,03-12-2012 17:40,1,1,IC2,,"125,700",Colisão frontal
Leiria,,22-11-2012 14:00,0,1,IC2,,"133,400",Atropelamento com fuga
Leiria,,28-01-2012 13:15,0,1,R CENTRAL,,-,Colisão lateral com outro veículo em movi...
Leiria,,20-05-2012 11:25,0,1,R CENTRAL 19,,-,Colisão frontal
Leiria,,10-06-2012 11:40,0,1,R DA BIDOEIRA,,-,Atropelamento de peões
Leiria,,02-04-2012 21:45,0,1,R DE FATIMA 93,,-,Despiste simples
Leiria,,22-02-2012 11:35,0,1,R DO COMERCIO 22,,-,Despiste simples
Leiria,,05-05-2012 14:00,0,1,R PRINCIPAL,,-,Colisão lateral com outro veículo em movi...
Leiria,,12-05-2012 16:30,0,2,R PRINCIPAL 820,,-,Despiste simples
Leiria,,09-08-2012 22:00,1,1,Rua de Fátima,,-,Atropelamento de peões
Leiria,,10-02-2012 10:00,0,1,Rua de Leiria S/N,,-,Despiste com colisão com veículo imobil. ...
Leiria,,20-10-2012 08:35,0,1,Rua dos Mártires n...,,-,Atropelamento de peões
Leiria,,24-07-2012 17:15,0,1,Rua Principal,,-,Despiste com capotamento
Leiria,,06-07-2012 22:00,0,1,Rua Principal 24,,-,Despiste simples
Leiria,,17-09-2012 09:00,0,1,Rua Vale da Corsa,,-,Colisão frontal
Marinha Grande,,05-08-2012 08:10,2,0,-,,-,Despiste com capotamento
Marinha Grande,,14-03-2012 18:10,1,2,EM535,,-,Colisão lateral com outro veículo em movi...
Marinha Grande,,20-06-2012 18:25,0,1,Estrada Guilhermes 0,,-,Colisão com outras situações
Marinha Grande,,24-06-2012 00:30,0,1,Rua Central,,-,Despiste com capotamento
Marinha Grande,,15-12-2012 08:14,1,0,Rua Quinta da Wer...,,-,Despiste com colisão com veículo imobil. ...
Nazare,,05-06-2012 13:25,0,1,-,,-,Despiste sem dispositivo de retenção
Nazare,,20-11-2012 12:30,0,1,EN242,,"37,200",Atropelamento de peões
Nazare,,04-06-2012 08:00,0,1,EN8-5,,"3,978",Atropelamento de peões
Nazare,,11-07-2012 15:40,0,1,IC9,,"6,503",Colisão frontal
Obidos,,30-11-2012 06:30,0,1,A8,,"73,100",Colisão com veiculo ou obstáculo na faixa...
Obidos,,22-12-2012 20:30,1,0,EM572,,-,Despiste sem dispositivo de retenção
Obidos,,24-03-2012 15:00,0,1,EM603,,-,Despiste simples
Pedrogao Grande,,31-01-2012 12:45,0,1,-,,-,Despiste com capotamento
Pedrogao Grande,,24-05-2012 02:10,0,1,EM1162,,-,Despiste com capotamento
Pedrogao Grande,,20-08-2012 13:10,0,1,EN2,,"314,700",Despiste simples
Pedrogao Grande,,18-11-2012 19:55,0,1,EN350,,"74,400",Despiste com colisão com veículo imobil. ...
Pedrogao Grande,,25-03-2012 17:50,1,0,RUA SAO SEBASTI...,,-,Colisão com veiculo ou obstáculo na faixa...
Peniche,,14-08-2012 14:50,0,1,Arruamento no inte...,,-,Atropelamento com fuga
Peniche,,06-05-2012 12:00,1,1,Avenida Monsenhor...,,-,Colisão lateral com outro veículo em movi...
Peniche,,01-08-2012 13:40,0,1,Avenida Monsenhor...,,-,Atropelamento de peões
Peniche,,09-10-2012 12:50,0,1,Avenida Paulo VI S/N,,-,Despiste simples
Peniche,,18-12-2012 18:15,0,3,EM1407,,-,Colisão frontal
Peniche,,03-04-2012 14:55,0,1,EN114,,"8,610",Colisão traseira com outro veículo em mo...
Peniche,,24-09-2012 18:09,0,2,IP6,,"4,400",Colisão frontal
Peniche,,03-02-2012 13:50,0,1,R MODERNA,,-,Colisão lateral com outro veículo em movi...
Peniche,,07-01-2012 18:30,0,1,Rua de São Marcos ...,,-,Atropelamento de peões
Peniche,,18-07-2012 12:13,0,1,Rua Doutor Ernesto...,,-,Atropelamento de peões
Peniche,,28-06-2012 01:20,0,1,Rua Lapadusso 00,,-,Despiste com colisão com veículo imobil. ...
Pombal,,15-09-2012 14:10,1,1,A1,,"156,300",Despiste com capotamento
Pombal,,23-05-2012 19:00,0,1,EM531,,-,Colisão frontal
Pombal,,31-07-2012 14:20,0,1,EM531,,-,Despiste simples
Pombal,,18-10-2012 13:15,0,1,EM605,,-,Colisão frontal
Pombal,,27-03-2012 20:00,0,1,EN1,,"139,350",Colisão lateral com outro veículo em movi...
Pombal,,29-10-2012 09:00,0,1,EN1,,"143,600",Colisão frontal
Pombal,,03-08-2012 09:40,0,1,EN1,,"146,600",Despiste com dispositivo de retenção
Pombal,,04-03-2012 04:00,0,1,EN1,,"157,600",Despiste com colisão com veículo imobil. ...
Pombal,,21-02-2012 21:12,0,1,EN1,,"162,127",Atropelamento de peões
Pombal,,07-01-2012 13:30,0,1,EN1-6,,-,Despiste simples
