"",,
11. Listagem dos acidentes com mortos e/ou feridos graves,,
"",,
Concelho Datahora M* FG* Via,km,Natureza
"Águeda 2006:02:07 08:40:00 0 1 Est. Principal",,Colisão frontal
"Águeda 2006:02:07 12:30:00 0 1 Estrada Municipal",,Col.lat. c/ veic. em mov.
"Águeda 2006:02:13 11:00:00 0 1 Estrada Municipal",,Col.lat. c/ veic. em mov.
"Águeda 2006:03:22 13:40:00 0 1 EN1","236,200",Col. traseira c/ veic. em mov.
"Águeda 2006:03:24 18:13:00 0 2 IC2","234,020",Colisão frontal
"Águeda 2006:04:01 02:10:00 1 0 Estrada Municipal",,Desp. s/ dispos. retenção
"Águeda 2006:05:03 18:50:00 0 1 R. Cores",,Colisão frontal
"Águeda 2006:05:09 13:20:00 0 1 A25","34,750",Col. traseira c/ veic. em mov.
"Águeda 2006:05:19 19:30:00 1 0 EN234","34,500",Col.lat. c/ veic. em mov.
"Águeda 2006:05:29 04:30:00 0 1 R. Eduardo Silva Bastos",,Despiste simples
"Águeda 2006:05:30 21:22:00 1 0 EN230","13,800",Colisão frontal
"Águeda 2006:06:22 19:40:00 0 1 R. Sto. António",,Colisão frontal
"Águeda 2006:07:04 14:30:00 0 1 R. Lapas",,Colisão frontal
"Águeda 2006:10:12 17:30:00 0 1 EN230","14,100",Col.lat. c/ veic. em mov.
"Águeda 2006:10:28 18:40:00 0 1 Estrada Municipal",,Despiste simples
"Águeda 2006:11:06 19:45:00 0 1 R. Silva",,Col.c/ veic. ou obst. faixa rod.
"Águeda 2006:11:24 18:15:00 1 0 Estrada Municipal",,Atropelamento peões
"Águeda 2006:12:15 10:30:00 1 0 Estrada Municipal",,Colisão frontal
Albergaria-a-Velha 2006:02:25 12:00:00 0 1 EN16,"26,500",Desp.c/ col. c/ veic. imob. ou obst.
Albergaria-a-Velha 2006:05:06 10:15:00 0 1 Estrada Municipal,,Atropelamento peões
Albergaria-a-Velha 2006:06:24 13:30:00 0 1 R. Costeira,,Atropelamento peões
Albergaria-a-Velha 2006:07:21 14:00:00 0 1 Estrada Municipal,,Col.lat. c/ veic. em mov.
Albergaria-a-Velha 2006:08:30 18:55:00 1 0 R. St Cruz-a-Velha,,Atropelamento peões
Albergaria-a-Velha 2006:08:30 21:45:00 0 1 A25,"21,900",Col. traseira c/ veic. em mov.
Anadia 2006:01:12 19:45:00 0 1 R. Espinhel,,Col.lat. c/ veic. em mov.
Anadia 2006:02:25 18:55:00 0 1 R. Biscos,,Despiste simples
Anadia 2006:04:04 12:38:00 0 1 IC2,"223,000",Col.lat. c/ veic. em mov.
Anadia 2006:04:09 22:00:00 1 0 A1,"222,850",Col.c/ veic. ou obst. faixa rod.
Anadia 2006:04:16 16:10:00 0 1 IC2,"213,400",Colisão frontal
Anadia 2006:04:25 18:30:00 0 1 EN334,"48,000",Colisão frontal
Anadia 2006:05:12 17:50:00 0 1 R. Castelo,,Col.lat. c/ veic. em mov.
Anadia 2006:05:15 14:00:00 0 1 EN1,"213,000",Colisão frontal
Anadia 2006:05:27 16:30:00 0 1 R. Cascalheira,,Colisão frontal
Anadia 2006:06:24 01:15:00 0 1 EN333-1,"19,050",Colisão frontal
Anadia 2006:07:05 18:55:00 0 1 R. Camélias,,Colisão frontal
Anadia 2006:07:21 13:00:00 0 3 R. Liberdade,,Col.lat. c/ veic. em mov.
Anadia 2006:08:06 19:00:00 0 2 IC2,"223,500",Colisão frontal
Anadia 2006:08:11 01:58:00 0 1 Estrada Municipal,,Desp.c/ col. c/ veic. imob. ou obst.
Anadia 2006:08:25 12:20:00 0 1 Pq. Modelo,,Colisão frontal
Anadia 2006:08:27 04:20:00 0 1 Estrada Municipal,,Desp.c/ col. c/ veic. imob. ou obst.
Anadia 2006:09:19 18:00:00 0 1 Estrada Municipal,,Colisão frontal
Anadia 2006:10:03 12:15:00 0 1 EN334,"34,100",Despiste simples
Anadia 2006:10:26 19:45:00 0 1 R. Flores,,Col.lat. c/ veic. em mov.
Anadia 2006:10:28 15:10:00 0 1 Av. Dr. Seabra Dinis,,Col.lat. c/ veic. em mov.
Anadia 2006:10:30 10:10:00 0 1 R. Vale Cide,,Atropelamento peões
Anadia 2006:11:04 10:30:00 0 1 Estrada Municipal,,Col. c/ outras situações
Anadia 2006:11:30 09:15:00 0 1 EM612,,Colisão frontal
Anadia 2006:12:18 17:45:00 0 1 EN235,"28,100",Col.lat. c/ veic. em mov.
Anadia 2006:12:21 17:00:00 0 1 A1,"221,000",Desp. c/ capotamento
Anadia 2006:12:21 22:30:00 0 1 A1,"221,370",Col. traseira c/ veic. em mov.
Anadia 2006:12:23 12:00:00 0 1 R. 21 de Março,,Desp.c/ col. c/ veic. imob. ou obst.
Anadia 2006:12:25 16:15:00 0 1 R. Principal,,Atropelamento peões
Arouca,2006:04:01 00:05:00,0,1,EN224,"34,800",Col.lat. c/ veic. em mov.
Arouca,2006:04:26 02:10:00,0,1,EN224,"31,250",Despiste c/ fuga
Arouca,2006:04:28 21:35:00,1,0,Estrada Municipal,,Colisão frontal
Arouca,2006:06:09 15:35:00,1,0,Estrada Municipal,,Desp. c/ capotamento
Arouca,2006:08:28 20:30:00,0,1,EM504,,Despiste simples
"",,,,,,
Concelho,Datahora,M*,FG*,Via,km,Natureza
Arouca,2006:09:19 18:00:00,1,0,Estrada Municipal,,Desp. c/ capotamento
Arouca,2006:09:23 11:15:00,0,1,Av. 25 de Abril,,Col.lat. c/ veic. em mov.
Arouca,2006:11:26 23:00:00,0,1,Estrada Municipal,,Despiste simples
Aveiro,2006:02:07 17:20:00,0,1,R. Cavalas,,Col.lat. c/ veic. em mov.
Aveiro,2006:02:26 07:00:00,0,1,EN235,"10,100",Desp. c/ capotamento
Aveiro,2006:02:27 00:05:00,0,1,A1,"239,800",Desp.c/ transpos. disp. ret. lateral
Aveiro,2006:02:27 16:25:00,0,1,R. Cónego Maio,,Atropelamento peões
Aveiro,2006:03:28 22:35:00,0,1,R. República/R. Cabo Luis,,Col.lat. c/ veic. em mov.
Aveiro,2006:03:31 15:15:00,0,1,R. Direita,,Colisão frontal
Aveiro,2006:05:04 08:50:00,0,1,R. Dr. Alberto Souto,,Atropelamento peões
Aveiro,2006:05:15 11:00:00,1,0,R. Brejeira,,Despiste simples
Aveiro,2006:05:18 09:50:00,0,1,EN109,,Colisão frontal
Aveiro,2006:05:21 06:50:00,0,1,EN16,"3,050",Desp.c/ col. c/ veic. imob. ou obst.
Aveiro,2006:05:24 18:50:00,0,1,EN109,"56,800",Col.lat. c/ veic. em mov.
Aveiro,2006:05:27 20:20:00,0,1,R. Andorinhas,,Desp. c/ capotamento
Aveiro,2006:05:28 07:15:00,0,1,R. Direita,,Despiste simples
Aveiro,2006:05:29 19:30:00,0,2,A25,"12,800",Desp. c/ capotamento
Aveiro,2006:05:31 09:20:00,0,1,A25,"18,272",Despiste simples
Aveiro,2006:06:21 17:00:00,0,1,R. Alabarium,,Col.lat. c/ veic. em mov.
Aveiro,2006:06:28 18:00:00,0,1,R. Direita,,Atropelamento c/ fuga
Aveiro,2006:06:29 12:35:00,0,1,Av. Universidade,,Atropelamento peões
Aveiro,2006:06:30 16:30:00,0,1,R. D. Francisco,,Col. c/ outras situações
Aveiro,2006:07:10 19:30:00,0,1,R. Direita,,Colisão frontal
Aveiro,2006:07:11 16:00:00,0,2,Av. Artur Navarra,,Atropelamento peões
Aveiro,2006:07:16 20:45:00,0,1,R. Vila Nova,,Colisão frontal
Aveiro,2006:08:05 14:10:00,0,1,A1,"234,800",Despiste simples
Aveiro,2006:08:11 08:10:00,0,2,EN109,"56,800",Col.lat. c/ veic. em mov.
Aveiro,2006:09:01 13:00:00,0,1,Av. Granja,,Col.lat. c/ veic. em mov.
Aveiro,2006:09:12 01:20:00,0,1,R. Cabreira,,Col.c/ veic. ou obst. faixa rod.
Aveiro,2006:10:07 12:25:00,0,1,R. Eng. A. Amaro Costa,,Atropelamento peões
Aveiro,2006:10:28 22:40:00,0,1,EN109,"56,000",Atropelamento peões
Aveiro,2006:11:13 10:20:00,0,1,R. República,,Col.lat. c/ veic. em mov.
Aveiro,2006:11:21 01:07:00,1,0,A25,"17,147",Atropelamento peões
Aveiro,2006:12:12 22:30:00,0,2,EN9-1,,Despiste c/ fuga
Aveiro,2006:12:14 15:40:00,0,2,EN109,"58,500",Col.lat. c/ veic. em mov.
Aveiro,2006:12:16 18:00:00,2,0,EN109,"39,500",Colisão frontal
Aveiro,2006:12:18 13:00:00,0,1,R. Direita,,Col.lat. c/ veic. em mov.
Castelo de Paiva,2006:04:12 19:45:00,0,1,EN222,"35,580",Atropelamento peões
Espinho,2006:04:22 22:45:00,1,0,R. Quartel,,Desp.c/ col. c/ veic. imob. ou obst.
Espinho,2006:06:02 20:50:00,0,1,R. Padre Sá,,Col.lat. c/ veic. em mov.
Espinho,2006:06:22 20:30:00,0,1,R. Covinha/R. 33,,Col.lat. c/ veic. em mov.
Espinho,2006:06:29 14:30:00,0,1,Lg. Souto,,Colisão frontal
Espinho,2006:08:21 19:00:00,0,1,R. 19/R. 36,,Atropelamento peões
Estarreja,2006:01:25 13:25:00,0,1,A29,"11,900",Colisão choque em cadeia
Estarreja,2006:02:15 19:45:00,1,0,R. António M. Silva Pinho,,Atropelamento peões
Estarreja,2006:02:24 06:00:00,1,0,A29,"13,125",Col. traseira c/ veic. em mov.
Estarreja,2006:02:25 09:30:00,0,1,R. Adou Cima,,Atropelamento peões
Estarreja,2006:03:03 22:05:00,0,1,R. Moinhos Carvalho,,Col.lat. c/ veic. em mov.
