Concelho,Datahora,M*,FG*,,Via,km,Natureza
Aljustrel,2008-11-27 10:35,0,1,EN2,,"616,200",Despiste c/capotamento
Aljustrel,2008-04-06 05:00,2,0,EM1055,,,Despiste c/capotamento
Aljustrel,2008-02-19 09:15,0,1,EM526-1,,,Despiste c/capotamento
Aljustrel,2008-02-08 21:30,0,1,EM530,,,Despiste c/capotamento
Aljustrel,2008-12-05 20:40,0,2,EM501,,"3,200",Colisão frontal
Aljustrel,2008-09-06 10:21,1,0,EN2,,"620,900",Col. tras. c/outro veíc.  mov.
Aljustrel,2008-06-30 00:50,1,0,EN2,,"625,000",Despiste s/ disp.retenção
Almodôvar,2008-03-21 16:00,0,1,EN267,,"93,700",Col. lat. c/outro veíc.mov.
Almodôvar,2008-07-16 12:40,1,0,Outra Via,,,Despiste c/capotamento
Almodôvar,2008-05-06 01:50,1,0,A2,,"197,605",Desp. c/transp. disp. ret. lateral
Barrancos,2008-04-08 17:40,0,1,PQ LIDL,,,Atropelamento de peões
Beja,2008-11-02 03:20,0,1,EN121,,"65,200",Despiste c/capotamento
Beja,2008-08-22 18:20,0,4,EN122,,"15,228",Colisão frontal
Beja,2008-01-16 19:10,0,1,EN18,,"326,800",Col. tras. c/outro veíc.  mov.
Beja,2008-09-01 17:15,2,1,EN18,,"363,300",Col. lat. c/outro veíc.mov.
"",,,,AV COMEND. RAMIRO,,,
Beja,2008-12-25 19:50,1,1,,,,Col. c/veic./obst.f.rodagem
"",,,,CORREIA,,,
Beja,2008-06-19 08:40,0,1,R PROF JOSE PATROCINIO,,,Atropelamento de peões
Beja,2008-07-18 17:10,1,0,Outra Via,,,Despiste c/capotamento
Beja,2008-08-03 21:00,0,1,EM529,,,Despiste s/ disp.retenção
"",,,,CAMINHO PUB. DE TERRA,,,
Beja,2008-03-02 18:40,0,1,,,,Despiste simples
"",,,,BATIDA VALE DE RUSSINS,,,
Beja,2008-01-27 11:46,0,1,EN121,,"70,600",Despiste simples
Beja,2008-08-15 08:45,0,1,EM511-A,,,Despiste simples
Castro Verde,2008-12-27 18:10,1,0,IC1,,"659,000",Despiste simples
Castro Verde,2008-12-06 06:00,0,1,IP2,,"379,000",Colisão frontal
Castro Verde,2008-10-21 18:15,0,1,IP2,,"377,800",Colisão com outras situações
Cuba,2008-01-28 07:30,0,1,EN258-1,,"0,397",Col. c/veic./obst.f.rodagem
F. do Alentejo,2008-11-30 11:00,0,1,Outra Via,,,Colisão frontal
F. do Alentejo,2008-07-21 23:40,1,0,EN121,,"46,400",Colisão frontal
F. do Alentejo,2008-09-25 17:35,0,1,A2,,"136,900",Despiste c/capotamento
F. do Alentejo,2008-11-21 22:21,0,1,EM527-1,,,Despiste simples
Mértola,2008-08-25 11:04,1,0,ER267,,"107,550",Desp. c/col. c/veíc. imobil./obst.
Mértola,2008-06-10 14:50,0,1,EN122,,"26,300",Despiste s/ disp.retenção
Mértola,2008-07-14 06:00,0,1,EM1218,,,Despiste s/ disp.retenção
Moura,2008-07-19 21:10,0,1,EN258,,"71,150",Despiste c/capotamento
Moura,2008-07-16 14:15,0,1,EN258,,"68,500",Col. c/veic./obst.f.rodagem
Moura,2008-07-12 17:30,0,2,EN258,,"82,680",Despiste s/ disp.retenção
Odemira,2008-10-01 13:23,1,0,ER393,,"14,800",Col. lat. c/outro veíc.mov.
Odemira,2008-07-25 16:30,0,2,EM1072,,"6,500",Colisão frontal
Odemira,2008-06-14 09:30,0,1,EM1162,,,Colisão frontal
Odemira,2008-10-07 17:05,1,1,ER390,,"37,500",Colisão frontal
Odemira,2008-07-06 15:45,0,3,ER393-1,,"5,936",Colisão frontal
Odemira,2008-07-27 05:00,0,2,ER390,,"33,300",Colisão frontal
Odemira,2008-09-14 04:30,1,0,EM1162,,,Despiste c/capotamento
Odemira,2008-11-17 02:05,0,2,ER123,,"1,300",Despiste c/capotamento
Odemira,2008-06-22 04:30,1,0,ER390,,"36,400",Despiste c/capotamento
Odemira,2008-09-22 19:10,1,0,ER389,,"12,000",Despiste c/capotamento
Odemira,2008-05-25 12:56,1,0,ER390,,"33,100",Desp. c/transp. disp. ret. lateral
Odemira,2008-09-07 22:00,1,0,ER393,,"15,600",Desp. c/transp. disp. ret. lateral
Odemira,2008-09-15 17:20,1,0,EM1130,,,Despiste simples
Odemira,2008-06-07 02:25,0,1,EM1129,,,Despiste simples
Odemira,2008-02-09 22:00,0,1,EM501,,,Despiste simples
Odemira,2008-12-17 16:10,1,0,Outra Via,,,Despiste simples
Ourique,2008-11-29 22:00,1,0,IC1,,"675,300",Atropelamento de peões
Ourique,2008-02-06 05:45,0,2,IC1,,"663,900",Col. lat. c/outro veíc.mov.
Ourique,2008-12-03 18:00,0,3,EN123,,"50,000",Col. tras. c/outro veíc.  mov.
Ourique,2008-02-22 06:30,1,1,IC1,,"680,800",Colisão frontal
Ourique,2008-08-24 02:00,2,3,IC1,,"686,400",Despiste s/ disp.retenção
Ourique,2008-06-29 22:00,1,0,Outra Via,,,Despiste c/capotamento
Ourique,2008-04-06 08:05,2,1,IC1,,"672,400",Desp. c/transp. disp. ret. lateral
Ourique,2008-05-02 17:15,0,1,IC1,,"688,600",Desp. c/transp. disp. ret. lateral
Ourique,2008-03-03 17:30,0,1,EN263,,"25,649",Despiste simples
Ourique,2008-10-30 10:50,0,1,IC1,,"682,322",Despiste c/capotamento
Serpa,2008-01-17 14:45,1,0,EN265,,"40,000",Atropelamento de peões
Serpa,2008-11-10 14:57,0,1,EN260,,"38,200",Despiste simples
Serpa,2008-06-10 14:32,0,2,EN260,,"40,600",Despiste c/capotamento
Serpa,2008-05-16 14:50,0,1,EN258,,"42,900",Atropelamento de peões
Serpa,2008-12-16 09:20,2,1,EN265,,"22,895",Col. c/veic./obst.f.rodagem
Serpa,2008-10-10 13:40,0,1,EN260,,"47,400",Col. lat. c/outro veíc.mov.
Serpa,2008-07-12 13:50,0,1,EN260,,"25,950",Desp. c/col. c/veíc. imobil./obst.
Serpa,2008-08-17 16:45,0,1,EN385,,"54,960",Desp. c/col. c/veíc. imobil./obst.
Serpa,2008-03-13 22:30,1,0,EN265,,"19,300",Despiste c/capotamento
Vidigueira,2008-08-27 13:50,0,1,EN258,,"18,700",Col. lat. c/outro veíc.mov.
Vidigueira,2008-01-18 18:50,1,0,EN18,,"323,600",Atropelamento de peões
Vidigueira,2008-06-15 06:30,0,1,EM519,,,Despiste c/capotamento
"",,34,68,,,,
