Concelho,Datahora,M*,FG*,Via,km,Natureza
Arganil,2008-03-15 12:40,0,1,Estrada Municipal,"0,001",Colisão frontal
Arganil,2008-05-02 13:30,1,0,Estrada Municipal,"0,001",Despiste simples
Arganil,2008-11-30 18:00,1,1,EM517,,Despiste c/capotamento
Arganil,2008-10-04 19:10,0,2,Outra Via,,Colisão frontal
Cantanhede,2008-10-20 09:00,0,1,R NOVA,,Despiste simples
Cantanhede,2008-04-18 15:50,1,0,EN335-1,,Colisão com fuga
Cantanhede,2008-11-16 12:30,0,1,EM617,,Despiste simples
Cantanhede,2008-05-01 00:15,1,0,EM584,,Despiste simples
Cantanhede,2008-07-05 16:40,1,0,R S LOURENÇO,,Despiste c/capotamento
Cantanhede,2008-08-30 16:50,1,3,EM531,,Despiste c/capotamento
Cantanhede,2008-09-14 03:30,1,0,R PRINCIPAL 1,,Despiste c/col. c/veíc. imob./ obst.
Cantanhede,2008-05-16 17:15,0,1,EN234,"17,800",Colisão frontal
Cantanhede,2008-01-18 19:30,0,1,EM617,,Colisão frontal
Cantanhede,2008-11-05 14:25,1,0,A1,"208,940",Col. tras. c/outro veíc. mov.
Cantanhede,2008-06-11 14:20,0,1,R MARQUES MARIALVA,,Col. lat. c/outro veíc. mov.
Cantanhede,2008-08-22 17:00,1,0,EN234,"6,600",Col. lat. c/outro veíc. mov.
Cantanhede,2008-09-15 15:10,0,1,EN335,"39,500",Colisão c/veic./obst. f. rodagem
Cantanhede,2008-11-20 19:05,1,0,R PEREIROES TOCHA,,Atropelamento de peões
Cantanhede,2008-07-11 22:15,0,1,R VALE PANELA 5,,Despiste simples
Coimbra,2008-06-05 13:30,0,1,ESTR DE LISBOA,,Colisão frontal
Coimbra,2008-11-04 08:30,0,1,R LARANJEIRA,,Colisão frontal
Coimbra,2008-06-10 19:05,1,0,Outra Via,,Colisão frontal
Coimbra,2008-06-22 08:15,0,1,IC2,"199,000",Despiste c/col. c/veíc. imob./ obst.
"",,,,R GEN HUMBERTO,,
Coimbra,2008-02-11 15:30,0,1,,,Despiste c/col. c/veíc. imob./ obst.
"",,,,DELGADO,,
Coimbra,2008-12-04 23:30,1,0,AV MARIO SECA,,Despiste c/col. c/veíc. imob./ obst.
Coimbra,2008-08-09 19:25,1,0,ESTR GUARDA INGLESA 4,,Despiste c/col. c/veíc. imob./ obst.
Coimbra,2008-01-21 15:00,1,1,EM1152,,Despiste c/capotamento
Coimbra,2008-01-14 10:05,0,1,IC2,"197,291",Despiste c/capotamento
"",,,,R DR SA CARNEIRO-QTA,,
Coimbra,2008-01-23 22:00,0,2,,,Despiste c/capotamento
"",,,,JERONIMOS,,
Coimbra,2008-05-31 00:00,1,0,R COIMBRA,,Despiste c/capotamento
Coimbra,2008-02-29 07:00,1,0,AV PROF MARIO SILVA,,Despiste c/capotamento
Coimbra,2008-09-05 14:30,0,1,R 15 AGOSTO,,Despiste c/capotamento
Coimbra,2008-03-22 20:55,0,1,EM576,,Despiste simples
Coimbra,2008-01-21 15:35,0,1,R MANUEL MADEIRA,,Despiste simples
Coimbra,2008-07-14 21:45,0,1,EN111,"29,200",Colisão com fuga
Coimbra,2008-05-08 19:30,0,1,R CENTRAL 120,,Colisão com fuga
Coimbra,2008-04-05 18:30,0,1,R ALTO DAS MAIAS,,Despiste c/disp. retenção
Coimbra,2008-07-05 09:00,1,0,EM576-1,,Colisão frontal
Coimbra,2008-04-15 04:30,0,2,ESTR ROCHA NOVA,,Col. tras. c/outro veíc. mov.
Coimbra,2008-12-11 21:10,1,0,A1,"194,518",Col. tras. c/outro veíc. mov.
Coimbra,2008-07-11 23:30,1,0,A1,"199,600",Col. tras. c/outro veíc. mov.
Coimbra,2008-12-30 12:30,0,1,ROT QUINTA DA FONTE,,Col. lat. c/outro veíc. mov.
